Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,Min_K_Responses,cos_sim_scores,rouge_sim_scores,levenshtein_distance,GradientBoosting_prediction,GradientBoosting_probability,GradientBoosting_label,LogisticRegression_prediction,LogisticRegression_probability,LogisticRegression_label,RandomForest_prediction,RandomForest_probability,RandomForest_label
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe Shanghai Composite Index fell by 1.2% to 4,565.","Mainland China shares continued lower, falling as much as 3.5% on Friday after plunging nearly 7% a day earlier.","{'Min_10.0% Prob': 10.203125, 'Min_20.0% Prob': 8.44296875, 'Min_30.0% Prob': 6.932861328125, 'Min_40.0% Prob': 5.899502840909091, 'Min_50.0% Prob': 5.1376953125}",0.4835838675498962,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",85,0,0.350776841371319,Not Contaminated,1,0.5165941077150051,Likely Contaminated,0,0.4477537029963502,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantLionel Messi, the former world player of the year, has been a standout","Lionel Messi is not the only threat in the Argentina team, according to Switzerland's Admir Mehmedi ahead of Tuesday's last-16 World Cup clash.","{'Min_10.0% Prob': 8.013020833333334, 'Min_20.0% Prob': 7.072265625, 'Min_30.0% Prob': 5.744357638888889, 'Min_40.0% Prob': 4.948567708333333, 'Min_50.0% Prob': 4.396484375}",0.548604428768158,"{'rouge1': Score(precision=0.19230769230769232, recall=0.38461538461538464, fmeasure=0.2564102564102564), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.11538461538461539, recall=0.23076923076923078, fmeasure=0.15384615384615388)}",107,1,0.5254780294830255,Likely Contaminated,1,0.6488140570906796,Likely Contaminated,0,0.3350046699271057,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantNye Frankie Newman, a 17-year-old from Aldershot, Hampshire,",Free-runners gathered to remember a parkour enthusiast who died in an accident on the Paris Metro.,"{'Min_10.0% Prob': 12.2734375, 'Min_20.0% Prob': 10.651041666666666, 'Min_30.0% Prob': 8.72109375, 'Min_40.0% Prob': 7.550223214285714, 'Min_50.0% Prob': 6.666449652777778}",0.1311901658773422,"{'rouge1': Score(precision=0.058823529411764705, recall=0.1, fmeasure=0.07407407407407408), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.058823529411764705, recall=0.1, fmeasure=0.07407407407407408)}",75,0,0.3859544191666129,Not Contaminated,1,0.6562536413785987,Likely Contaminated,0,0.48093837739058315,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantIn 2007, a nine-year-old boy from Berkshire, who cannot be named","A boy who suffered ""catastrophic brain damage"" after contracting meningitis as a baby is to receive £4.6m in compensation from the NHS.","{'Min_10.0% Prob': 7.916666666666667, 'Min_20.0% Prob': 5.968424479166667, 'Min_30.0% Prob': 4.91015625, 'Min_40.0% Prob': 4.153889973958333, 'Min_50.0% Prob': 3.529541015625}",0.2485364079475402,"{'rouge1': Score(precision=0.17391304347826086, recall=0.3076923076923077, fmeasure=0.2222222222222222), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.13043478260869565, recall=0.23076923076923078, fmeasure=0.16666666666666669)}",109,0,0.4468459219672472,Not Contaminated,1,0.5543370940484407,Likely Contaminated,1,0.777999224115733,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantA 53-year-old German man was last seen on Saturday afternoon while cycling on the,A search team looking for a missing tourist have found a man's body at the foot of cliffs in Cornwall.,"{'Min_10.0% Prob': 10.12890625, 'Min_20.0% Prob': 8.96484375, 'Min_30.0% Prob': 7.845052083333333, 'Min_40.0% Prob': 6.925048828125, 'Min_50.0% Prob': 6.1962890625}",0.3385636508464813,"{'rouge1': Score(precision=0.09523809523809523, recall=0.125, fmeasure=0.1081081081081081), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09523809523809523, recall=0.125, fmeasure=0.1081081081081081)}",76,1,0.8658826026890589,Likely Contaminated,1,0.6685382393069446,Likely Contaminated,1,0.9446410927591318,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantSekisui Alveo, a Japanese-owned chemical company, announced that production",A foam factory in Merthyr Tydfil has announced it will close with the loss of 80 jobs.,"{'Min_10.0% Prob': 11.5078125, 'Min_20.0% Prob': 8.8662109375, 'Min_30.0% Prob': 7.151041666666667, 'Min_40.0% Prob': 6.09619140625, 'Min_50.0% Prob': 4.901988636363637}",0.2040624320507049,"{'rouge1': Score(precision=0.11764705882352941, recall=0.2, fmeasure=0.14814814814814817), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.11764705882352941, recall=0.2, fmeasure=0.14814814814814817)}",74,1,0.516617079978108,Likely Contaminated,1,0.6090145573537927,Likely Contaminated,0,0.4267559191168136,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantThe text discusses recent developments in the Manor Marussia F1 Team. Nick Wur,Manor want former grand prix driver Alexander Wurz to be their team principal and have named ex-McLaren man Dave Ryan as racing director.,"{'Min_10.0% Prob': 11.2578125, 'Min_20.0% Prob': 8.899739583333334, 'Min_30.0% Prob': 7.505642361111111, 'Min_40.0% Prob': 6.56201171875, 'Min_50.0% Prob': 5.814713541666666}",0.4867770969867706,"{'rouge1': Score(precision=0.08333333333333333, recall=0.15384615384615385, fmeasure=0.10810810810810811), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.15384615384615385, fmeasure=0.10810810810810811)}",101,1,0.5136097073401785,Likely Contaminated,1,0.6469130664882395,Likely Contaminated,0,0.39187860436177663,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe BBC Inside Out West investigation uncovered further evidence of abuse at Winterbourne View, a",The family of a man who was punched in the face as a patient at a private hospital in Bristol is calling for the incident to be re-investigated.,"{'Min_10.0% Prob': 7.661458333333333, 'Min_20.0% Prob': 6.654947916666667, 'Min_30.0% Prob': 5.729817708333333, 'Min_40.0% Prob': 5.028645833333333, 'Min_50.0% Prob': 4.39921875}",0.4035169780254364,"{'rouge1': Score(precision=0.13793103448275862, recall=0.26666666666666666, fmeasure=0.18181818181818182), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.10344827586206896, recall=0.2, fmeasure=0.13636363636363635)}",111,1,0.7180554287819974,Likely Contaminated,1,0.595593138916917,Likely Contaminated,1,0.7534761811183123,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantIn a parliamentary session, former Labour Cabinet minister David Blunkett proposed that Yorkshire should","Yorkshire should be given its own ""White Rose Parliament"" with its own budget, MP David Blunkett has said.","{'Min_10.0% Prob': 9.0078125, 'Min_20.0% Prob': 7.8994140625, 'Min_30.0% Prob': 6.772879464285714, 'Min_40.0% Prob': 6.176215277777778, 'Min_50.0% Prob': 5.33837890625}",0.5468969345092773,"{'rouge1': Score(precision=0.2222222222222222, recall=0.2857142857142857, fmeasure=0.25), 'rouge2': Score(precision=0.11764705882352941, recall=0.15384615384615385, fmeasure=0.13333333333333333), 'rougeL': Score(precision=0.1111111111111111, recall=0.14285714285714285, fmeasure=0.125)}",90,1,0.6416128389928517,Likely Contaminated,0,0.4834533126237827,Not Contaminated,1,0.7400998034902834,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe text promotes a campaign called ""Get Inspired - Get Active,"" which aims to encourage","At the BBC we cover all the greatest sporting action on TV, Radio and Online but now it's your turn to create some action of your own.","{'Min_10.0% Prob': 9.251953125, 'Min_20.0% Prob': 7.23203125, 'Min_30.0% Prob': 6.435546875, 'Min_40.0% Prob': 5.639026988636363, 'Min_50.0% Prob': 5.104771205357143}",0.1922085732221603,"{'rouge1': Score(precision=0.03571428571428571, recall=0.07142857142857142, fmeasure=0.047619047619047616), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.03571428571428571, recall=0.07142857142857142, fmeasure=0.047619047619047616)}",102,1,0.7806597809624763,Likely Contaminated,1,0.5253873459613713,Likely Contaminated,1,0.7668709905290787,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantRob Donn, born in 1714 at Alltnacaillich, Str",A Gaelic bard is to be remembered in needlework.,"{'Min_10.0% Prob': 16.078125, 'Min_20.0% Prob': 15.7421875, 'Min_30.0% Prob': 12.368489583333334, 'Min_40.0% Prob': 10.470703125, 'Min_50.0% Prob': 9.27421875}",0.1719134449958801,"{'rouge1': Score(precision=0.1111111111111111, recall=0.125, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.125, fmeasure=0.11764705882352941)}",47,1,0.9093061723885025,Likely Contaminated,1,0.834721870746443,Likely Contaminated,1,0.8160043290043291,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantThe text provides an overview of the UK's economic growth in the first half of the,"The UK economy grew by 0.3% in the three months to June, driven in part by a booming film industry, said the Office for National Statistics (ONS).","{'Min_10.0% Prob': 6.8125, 'Min_20.0% Prob': 5.8046875, 'Min_30.0% Prob': 4.560546875, 'Min_40.0% Prob': 3.865459735576923, 'Min_50.0% Prob': 3.1251723345588234}",0.596562385559082,"{'rouge1': Score(precision=0.17857142857142858, recall=0.29411764705882354, fmeasure=0.22222222222222224), 'rouge2': Score(precision=0.07407407407407407, recall=0.125, fmeasure=0.09302325581395349), 'rougeL': Score(precision=0.17857142857142858, recall=0.29411764705882354, fmeasure=0.22222222222222224)}",111,1,0.6063150344613666,Likely Contaminated,0,0.39300369312573896,Not Contaminated,1,0.6312182866153457,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantOn August 11, 2015, Safid, a migrant who traveled ",An 11-year-old migrant from Afghanistan has been speaking to Newsround about being separated from his father during a year long trip to try and reach the UK.,"{'Min_10.0% Prob': 9.783854166666666, 'Min_20.0% Prob': 7.802083333333333, 'Min_30.0% Prob': 6.600260416666667, 'Min_40.0% Prob': 5.760416666666667, 'Min_50.0% Prob': 5.152864583333334}",0.2068898677825927,"{'rouge1': Score(precision=0.10344827586206896, recall=0.3333333333333333, fmeasure=0.15789473684210528), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06896551724137931, recall=0.2222222222222222, fmeasure=0.10526315789473684)}",126,1,0.5260265817454809,Likely Contaminated,1,0.6042631293977065,Likely Contaminated,1,0.5350000484295615,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantThe text discusses Labour's plans to establish a task force to explore the implementation of a,"A Labour government would renationalise the railways by regaining control of franchises as they expire, new leader Jeremy Corbyn is expected to reveal.","{'Min_10.0% Prob': 12.15234375, 'Min_20.0% Prob': 9.51875, 'Min_30.0% Prob': 8.04150390625, 'Min_40.0% Prob': 7.288671875, 'Min_50.0% Prob': 6.138371394230769}",0.3162612020969391,"{'rouge1': Score(precision=0.21739130434782608, recall=0.29411764705882354, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.13043478260869565, recall=0.17647058823529413, fmeasure=0.15)}",112,1,0.9198192399391598,Likely Contaminated,1,0.7568341564911834,Likely Contaminated,1,0.9000943069683724,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantMr. Anderson, the creator of the science-fiction series Captain Scarlet, Joe 90","A Lady Penelope puppet, donated by the son of Thunderbirds creator Gerry Anderson, is to be sold for charity.","{'Min_10.0% Prob': 11.39453125, 'Min_20.0% Prob': 10.578125, 'Min_30.0% Prob': 9.636067708333334, 'Min_40.0% Prob': 7.460286458333333, 'Min_50.0% Prob': 6.4453125}",0.2044619917869568,"{'rouge1': Score(precision=0.21052631578947367, recall=0.3076923076923077, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.10526315789473684, recall=0.15384615384615385, fmeasure=0.125)}",85,1,0.5055474631058107,Likely Contaminated,1,0.7676463870837195,Likely Contaminated,1,0.6056643685341883,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantAoshima, an island off Ehime Prefecture, is home to 22","Tourists from around Japan have been flocking to a tiny fishing community, to see what has been nicknamed Cat Island.","{'Min_10.0% Prob': 10.046875, 'Min_20.0% Prob': 7.5263671875, 'Min_30.0% Prob': 6.4150390625, 'Min_40.0% Prob': 5.522352430555555, 'Min_50.0% Prob': 5.162464488636363}",0.2969363331794739,"{'rouge1': Score(precision=0.1, recall=0.2, fmeasure=0.13333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.05, recall=0.1, fmeasure=0.06666666666666667)}",91,0,0.4953179641078967,Not Contaminated,1,0.5859632848889353,Likely Contaminated,0,0.33357949594694963,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe text discusses the economic impact of international students in Scotland, highlighting a net benefit of","Overseas students boost the Scottish economy by about £312m each year, according to figures from auditors PwC.","{'Min_10.0% Prob': 11.8828125, 'Min_20.0% Prob': 9.67890625, 'Min_30.0% Prob': 8.292410714285714, 'Min_40.0% Prob': 6.5478515625, 'Min_50.0% Prob': 5.726888020833333}",0.7612947821617126,"{'rouge1': Score(precision=0.11764705882352941, recall=0.125, fmeasure=0.12121212121212122), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.058823529411764705, recall=0.0625, fmeasure=0.06060606060606061)}",93,1,0.7310241217586277,Likely Contaminated,1,0.6770522955075207,Likely Contaminated,1,0.6006737984237984,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe Department of Culture, Arts and Leisure (DCAL) has taken direct control of",Sports minister Carál Ní Chuilín has decided to send three civil servants to take control of Sport NI.,"{'Min_10.0% Prob': 9.09765625, 'Min_20.0% Prob': 8.328125, 'Min_30.0% Prob': 7.643880208333333, 'Min_40.0% Prob': 7.01318359375, 'Min_50.0% Prob': 6.123224431818182}",0.2882005870342254,"{'rouge1': Score(precision=0.15, recall=0.23076923076923078, fmeasure=0.18181818181818185), 'rouge2': Score(precision=0.05263157894736842, recall=0.08333333333333333, fmeasure=0.06451612903225808), 'rougeL': Score(precision=0.15, recall=0.23076923076923078, fmeasure=0.18181818181818185)}",78,1,0.6127171322875151,Likely Contaminated,1,0.6069554030434978,Likely Contaminated,1,0.6442158264293327,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantJack Keene, a 17-year-old from Hertfordshire, was involved",Police have named the teenager who died in a crash in Conwy county on Thursday.,"{'Min_10.0% Prob': 7.22265625, 'Min_20.0% Prob': 6.2265625, 'Min_30.0% Prob': 5.845703125, 'Min_40.0% Prob': 4.888671875, 'Min_50.0% Prob': 4.1807861328125}",0.1418700069189071,"{'rouge1': Score(precision=0.06666666666666667, recall=0.1, fmeasure=0.08), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06666666666666667, recall=0.1, fmeasure=0.08)}",64,1,0.5379320746328977,Likely Contaminated,0,0.4932714936190419,Not Contaminated,0,0.4525022374641184,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantYorkshire Water reported a problem at their Tophill Low and Keldgate water,Thousands of homes in Hull have been left without water due to a technical fault.,"{'Min_10.0% Prob': 6.265625, 'Min_20.0% Prob': 5.790364583333333, 'Min_30.0% Prob': 5.14208984375, 'Min_40.0% Prob': 4.163411458333333, 'Min_50.0% Prob': 3.803431919642857}",0.3490810990333557,"{'rouge1': Score(precision=0.13333333333333333, recall=0.16666666666666666, fmeasure=0.14814814814814814), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.13333333333333333, recall=0.16666666666666666, fmeasure=0.14814814814814814)}",67,1,0.6497355052893331,Likely Contaminated,1,0.5346829790598353,Likely Contaminated,1,0.5339913584222794,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantThe International Federation for Human Rights (FIDH) has reported allegations of summary killings,"Mali's army has carried out a ""series of summary executions"" as it fights to recapture the Islamist-controlled north, a rights group has said.","{'Min_10.0% Prob': 7.127604166666667, 'Min_20.0% Prob': 6.077473958333333, 'Min_30.0% Prob': 5.314453125, 'Min_40.0% Prob': 4.743977864583333, 'Min_50.0% Prob': 4.238020833333334}",0.3791439533233642,"{'rouge1': Score(precision=0.16, recall=0.3076923076923077, fmeasure=0.2105263157894737), 'rouge2': Score(precision=0.041666666666666664, recall=0.08333333333333333, fmeasure=0.05555555555555555), 'rougeL': Score(precision=0.12, recall=0.23076923076923078, fmeasure=0.15789473684210525)}",107,0,0.3987271109392426,Not Contaminated,0,0.49249763425161763,Not Contaminated,1,0.5826585225060458,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantCouncillors in Gwynedd are dissatisfied with Ordnance Survey (OS,Officials have said they will push to get the Welsh name of a Gwynedd beach on maps.,"{'Min_10.0% Prob': 10.8046875, 'Min_20.0% Prob': 8.200520833333334, 'Min_30.0% Prob': 6.919140625, 'Min_40.0% Prob': 5.849330357142857, 'Min_50.0% Prob': 5.200303819444445}",0.3867436051368713,"{'rouge1': Score(precision=0.058823529411764705, recall=0.1111111111111111, fmeasure=0.07692307692307691), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.058823529411764705, recall=0.1111111111111111, fmeasure=0.07692307692307691)}",70,1,0.7401902208850916,Likely Contaminated,1,0.5690960886116083,Likely Contaminated,1,0.7547117014607339,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantThe text discusses the UK government's immigration policies and their impact on higher education and economic,The chairmen of five parliamentary committees have written to David Cameron to urge him to remove overseas student numbers from migration targets.,"{'Min_10.0% Prob': 9.56640625, 'Min_20.0% Prob': 8.11328125, 'Min_30.0% Prob': 7.291015625, 'Min_40.0% Prob': 6.243706597222222, 'Min_50.0% Prob': 5.538884943181818}",0.4417378902435303,"{'rouge1': Score(precision=0.045454545454545456, recall=0.058823529411764705, fmeasure=0.05128205128205128), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.045454545454545456, recall=0.058823529411764705, fmeasure=0.05128205128205128)}",112,1,0.9368188558686814,Likely Contaminated,1,0.5904850985553566,Likely Contaminated,1,0.9812330447330448,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantIn Scotland's opening Pool B win over Japan, Greig Laidlaw was named",Henry Pyrgos is ready to make the most of what could be his only chance to captain Scotland at this World Cup.,"{'Min_10.0% Prob': 8.984375, 'Min_20.0% Prob': 7.72265625, 'Min_30.0% Prob': 6.436941964285714, 'Min_40.0% Prob': 5.753472222222222, 'Min_50.0% Prob': 5.072265625}",0.3159711360931396,"{'rouge1': Score(precision=0.045454545454545456, recall=0.07692307692307693, fmeasure=0.05714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.045454545454545456, recall=0.07692307692307693, fmeasure=0.05714285714285715)}",81,1,0.6367768516638396,Likely Contaminated,1,0.5429084715068493,Likely Contaminated,1,0.6503754374710258,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe text highlights the selection of players for a prestigious football award, based on votes from",Leicester City striker Jamie Vardy is the only English player named on the 55-man shortlist for the Fifa FIFPro team of the year.,"{'Min_10.0% Prob': 7.583333333333333, 'Min_20.0% Prob': 5.955078125, 'Min_30.0% Prob': 4.969835069444445, 'Min_40.0% Prob': 4.349446614583333, 'Min_50.0% Prob': 3.7792317708333334}",0.4036378264427185,"{'rouge1': Score(precision=0.20833333333333334, recall=0.3125, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.1875, fmeasure=0.15)}",95,1,0.7768827616568086,Likely Contaminated,1,0.600676364568362,Likely Contaminated,1,0.8858615278112674,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantIn a closely contested rugby league match, Wakefield secured a victory over Catalans Dragons",Wakefield moved up to sixth in Super League after edging a thrilling topsy-turvy encounter with Catalans Dragons.,"{'Min_10.0% Prob': 9.4453125, 'Min_20.0% Prob': 8.6220703125, 'Min_30.0% Prob': 7.141183035714286, 'Min_40.0% Prob': 6.541666666666667, 'Min_50.0% Prob': 5.6728515625}",0.5166988968849182,"{'rouge1': Score(precision=0.2777777777777778, recall=0.35714285714285715, fmeasure=0.31250000000000006), 'rouge2': Score(precision=0.058823529411764705, recall=0.07692307692307693, fmeasure=0.06666666666666667), 'rougeL': Score(precision=0.2222222222222222, recall=0.2857142857142857, fmeasure=0.25)}",74,0,0.3761713575109492,Not Contaminated,1,0.6862361954401951,Likely Contaminated,0,0.4897533238820003,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantJon Schueler, an artist who passed away in 1992, was renowned",The life and work of an American Expressionist painter is being celebrated at Skye's Gaelic college Sabhal MÃ²r Ostaig (SMO).,"{'Min_10.0% Prob': 10.890625, 'Min_20.0% Prob': 9.581380208333334, 'Min_30.0% Prob': 8.082899305555555, 'Min_40.0% Prob': 7.049153645833333, 'Min_50.0% Prob': 5.9708251953125}",0.207310751080513,"{'rouge1': Score(precision=0.045454545454545456, recall=0.09090909090909091, fmeasure=0.060606060606060615), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.045454545454545456, recall=0.09090909090909091, fmeasure=0.060606060606060615)}",97,0,0.403661104849451,Not Contaminated,1,0.6135355541630247,Likely Contaminated,0,0.41634797351341474,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantFrom 2010 to mid-2014, world oil prices were stable at around","Global oil prices have fallen sharply over the past seven months, leading to significant revenue shortfalls in many energy exporting nations, while consumers in many importing countries are likely to have to pay less to heat their homes or drive their cars.","{'Min_10.0% Prob': 6.7890625, 'Min_20.0% Prob': 5.386501736111111, 'Min_30.0% Prob': 4.621844951923077, 'Min_40.0% Prob': 3.9814453125, 'Min_50.0% Prob': 3.6324573863636362}",0.5975732207298279,"{'rouge1': Score(precision=0.07142857142857142, recall=0.25, fmeasure=0.11111111111111112), 'rouge2': Score(precision=0.024390243902439025, recall=0.09090909090909091, fmeasure=0.038461538461538464), 'rougeL': Score(precision=0.047619047619047616, recall=0.16666666666666666, fmeasure=0.07407407407407407)}",213,0,0.4764076563888128,Not Contaminated,0,0.40927683830200834,Not Contaminated,0,0.42418259464563657,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantFollowing a significant error during the Oscars, where La La Land was mistakenly announced as Best",The two accountants who muddled up the main award envelopes at Sunday's Oscars ceremony have been given bodyguards following reports they have received death threats on social media.,"{'Min_10.0% Prob': 10.364583333333334, 'Min_20.0% Prob': 9.147786458333334, 'Min_30.0% Prob': 8.030381944444445, 'Min_40.0% Prob': 6.911295572916667, 'Min_50.0% Prob': 5.8626708984375}",0.2676395177841186,"{'rouge1': Score(precision=0.06896551724137931, recall=0.125, fmeasure=0.08888888888888889), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06896551724137931, recall=0.125, fmeasure=0.08888888888888889)}",136,1,0.9079952470009797,Likely Contaminated,1,0.6380362067004182,Likely Contaminated,1,0.9310505451108761,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantClotilde Nonnez, a 56-year-old yoga teacher in Paris, has",A Parisian woman is taking the French state to court for failing to protect her health from the effects of air pollution.,"{'Min_10.0% Prob': 9.578125, 'Min_20.0% Prob': 8.677734375, 'Min_30.0% Prob': 7.426432291666667, 'Min_40.0% Prob': 5.924696180555555, 'Min_50.0% Prob': 5.2727272727272725}",0.1074212566018104,"{'rouge1': Score(precision=0.045454545454545456, recall=0.09090909090909091, fmeasure=0.060606060606060615), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.045454545454545456, recall=0.09090909090909091, fmeasure=0.060606060606060615)}",95,0,0.4505145574461293,Not Contaminated,1,0.5497918745746775,Likely Contaminated,0,0.3552864533697334,Not Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantFrom April 2017, the UK government introduced several tax reforms aimed at supporting small",Small businesses have welcomed what they said were long overdue reforms to tax policy as the chancellor doubled business rate relief.,"{'Min_10.0% Prob': 8.37890625, 'Min_20.0% Prob': 7.712890625, 'Min_30.0% Prob': 6.92578125, 'Min_40.0% Prob': 6.3193359375, 'Min_50.0% Prob': 5.871484375}",0.5424716472625732,"{'rouge1': Score(precision=0.19047619047619047, recall=0.2857142857142857, fmeasure=0.22857142857142854), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.047619047619047616, recall=0.07142857142857142, fmeasure=0.057142857142857134)}",99,1,0.8059700755426835,Likely Contaminated,1,0.7140632561714849,Likely Contaminated,1,0.7056094606010455,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,"assistantThe text discusses a significant security breach at Bangladesh's central bank, where hackers attempted to","Hackers managed to steal $80m (£56m) from Bangladesh's central bank because it skimped on network hardware and security software, reports Reuters.","{'Min_10.0% Prob': 8.942708333333334, 'Min_20.0% Prob': 7.393229166666667, 'Min_30.0% Prob': 6.238498263888889, 'Min_40.0% Prob': 5.418294270833333, 'Min_50.0% Prob': 4.867447916666666}",0.7084373831748962,"{'rouge1': Score(precision=0.3181818181818182, recall=0.4375, fmeasure=0.3684210526315789), 'rouge2': Score(precision=0.14285714285714285, recall=0.2, fmeasure=0.16666666666666666), 'rougeL': Score(precision=0.18181818181818182, recall=0.25, fmeasure=0.2105263157894737)}",113,1,0.7411676615727949,Likely Contaminated,0,0.4854453073083001,Not Contaminated,1,0.7016535160101334,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,XSum,assistantThe text discusses a proposed bill in Nigeria that has sparked significant controversy and opposition. The,"Nigerians have been reacting angrily to a draft bill being discussed in the Senate which aims to punish anyone who ""propagates false information"" on electronic media.","{'Min_10.0% Prob': 7.609375, 'Min_20.0% Prob': 6.731770833333333, 'Min_30.0% Prob': 5.773220486111111, 'Min_40.0% Prob': 5.162109375, 'Min_50.0% Prob': 4.5189208984375}",0.6516701579093933,"{'rouge1': Score(precision=0.19230769230769232, recall=0.3125, fmeasure=0.2380952380952381), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.15384615384615385, recall=0.25, fmeasure=0.1904761904761905)}",115,1,0.7293400912510146,Likely Contaminated,1,0.6682393640992115,Likely Contaminated,1,0.5630478078826716,Likely Contaminated
